# Channels: r g b i1 i2 i3
# Enter spectra linewise!
#
# 0: Vegetation
# 1: Bare soil
# 2: unidentified spectrum
#
# Rows, Columns
Matrix: 3 by 6
row0: 0 4 0 83 20 0
row1: 13 24 26 51 53 48
row2: 5 5 11 41 32 21
