year,27511,27513,27518,27529,27539,27601,27603,27604,27605,27606,27607,27608,27610
2007,15,65,129,77,5,16,2397,32,13,3397,409,26,383
2008,15,69,129,77,5,16,2625,32,13,3821,409,26,383
2009,15,73,129,77,5,16,2874,32,13,4298,409,26,383
2010,15,77,129,77,5,16,3147,32,13,4835,409,26,383
