"Range"|"CWV (g/cm2)"|"b0"|"b1"|"b2"|"b3"|"b4"|"b5"|"b6"|"b7"|"RMSE (K)"
Range 6|(0.0, 6.3)|-0.41165|1.00522|0.14543|-0.27297|4.06655|-6.92512|-18.27461|0.24468|0.87
